review,model,sentiment
"The venue was dirty and smelled awful.  It was unbearable.",Gemini-1.5-Flash,negative
"This ad is intrusive and pops up constantly.  It's driving me crazy.",Gemini-1.5-Flash,negative
"This toy is a choking hazard and is poorly made. I'm concerned.",Gemini-1.5-Flash,negative
"The restaurant was overpriced and the portions were tiny.  I'm disappointed.",Gemini-1.5-Flash,negative
"The spa was unhygienic and I'm worried about catching something.  I'm scared.",Gemini-1.5-Flash,negative
"This store is disorganized and difficult to find anything.  I'm frustrated.",Gemini-1.5-Flash,negative
"I had a truly awful experience and I would not recommend this to anyone.",Gemini-1.5-Flash,negative
"The product malfunctioned and caused damage to my property.  I'm livid.",Gemini-1.5-Flash,negative
"The movie was poorly acted and the script was terrible.  I'm disgusted.",Gemini-1.5-Flash,negative
"The event was poorly organized and a complete waste of money.  I'm outraged.",Gemini-1.5-Flash,negative
"The venue was unsafe and I felt threatened.  I'm terrified.",Gemini-1.5-Flash,negative
"This ad is offensive and sexist.  I'm appalled.",Gemini-1.5-Flash,negative
"This toy is cheaply made and breaks easily.  I'm disappointed.",Gemini-1.5-Flash,negative
"The restaurant was dirty and the staff were unprofessional.  I'm disgusted.",Gemini-1.5-Flash,negative
"The spa was overpriced and the service was terrible.  I'm angry.",Gemini-1.5-Flash,negative
"This store's prices are outrageous.  I'm shocked.",Gemini-1.5-Flash,negative
"I had a horrible experience and will never use this service again.",Gemini-1.5-Flash,negative
"The product is defective and doesn't work at all.  I'm furious.",Gemini-1.5-Flash,negative
"The movie was confusing and the plot was nonsensical.  I'm baffled.",Gemini-1.5-Flash,negative
"The event was a complete disaster and poorly managed.  I'm upset.",Gemini-1.5-Flash,negative
"The venue was uncomfortable and lacked basic amenities.  I'm disappointed.",Gemini-1.5-Flash,negative
"This ad is misleading and I feel cheated. I'm angry.",Gemini-1.5-Flash,negative
"This toy is dangerous and could cause serious injury.  I'm concerned.",Gemini-1.5-Flash,negative
"The restaurant was a rip-off and the food was inedible.  I'm furious.",Gemini-1.5-Flash,negative
"The spa was dirty and unhygienic.  I'm disgusted.",Gemini-1.5-Flash,negative
"This store is overpriced and the customer service is terrible.  I'm angry.",Gemini-1.5-Flash,negative
"I had a truly awful experience and will never return. I'm furious.",Gemini-1.5-Flash,negative
"This product is absolute garbage! It stopped working after a week, and the company won't respond to my emails.",Gemini-1.5-Flash,negative
"That movie was a waste of my time and money.  The plot was nonsensical, and the acting was atrocious.",Gemini-1.5-Flash,negative
"The event was a complete shambles!  Poor organization, long lines, and overpriced drinks.  I'm furious.",Gemini-1.5-Flash,negative
"Seriously, what a dump of a venue.  The sound system was terrible, and the seats were uncomfortable.",Gemini-1.5-Flash,negative
"I'm so annoyed by that ad! It keeps popping up, and it's so distracting.",Gemini-1.5-Flash,negative
"This toy is cheaply made junk! It broke the first time my kid touched it.  I'm so irritated.",Gemini-1.5-Flash,negative
"What a rip-off!  The restaurant was overpriced, the food was bland, and the service was slow.",Gemini-1.5-Flash,negative
"I'm so angry! The spa was dirty, the staff were rude, and the treatment was ineffective.",Gemini-1.5-Flash,negative
"This store is a mess!  The aisles are cluttered, the staff are unhelpful, and I couldn't find anything.",Gemini-1.5-Flash,negative
"I'm beyond frustrated. The service was awful, the product was defective, and the return policy is ridiculous.",Gemini-1.5-Flash,negative
"This product is a complete joke! Don't waste your hard-earned cash on this.",Gemini-1.5-Flash,negative
"I'm so annoyed! That movie was boring, predictable, and a total waste of my evening.",Gemini-1.5-Flash,negative
"The event was terribly organized.  I'm so angry about the wasted time and money.",Gemini-1.5-Flash,negative
"The venue was disgusting!  Dirty, smelly, and poorly maintained.  I'm furious.",Gemini-1.5-Flash,negative
"This ad is so intrusive and annoying! I'm about to uninstall the app.",Gemini-1.5-Flash,negative
"This toy is a choking hazard!  It's poorly designed and dangerous for children.  I'm livid!",Gemini-1.5-Flash,negative
"The restaurant was a disaster! The food was cold, the service was terrible, and the bill was wrong.",Gemini-1.5-Flash,negative
"I'm so irritated! The spa was overpriced, the atmosphere was tense, and I didn't relax at all.",Gemini-1.5-Flash,negative
"This store is a nightmare!  Overpriced, cluttered, and the staff couldn't care less.",Gemini-1.5-Flash,negative
"I'm absolutely fuming!  The whole experience was a disaster from start to finish.",Gemini-1.5-Flash,negative
"This product is faulty and doesn't work as advertised.  I demand a refund!",Gemini-1.5-Flash,negative
"That movie was so confusing! The plot was all over the place, and I couldn't follow it.",Gemini-1.5-Flash,negative
"The event was a complete mess!  Overcrowded, disorganized, and poorly managed.",Gemini-1.5-Flash,negative
"The venue was cramped and uncomfortable.  I couldn't even enjoy the show.",Gemini-1.5-Flash,negative
"I'm so annoyed by this ad! It's repetitive and misleading.",Gemini-1.5-Flash,negative
"This toy is cheaply made and fell apart immediately. What a waste of money!",Gemini-1.5-Flash,negative
"The restaurant was noisy and the food was terrible.  I'm so disappointed.",Gemini-1.5-Flash,negative
"I'm so angry! The spa was unclean and the staff were unprofessional.",Gemini-1.5-Flash,negative
"This store is disorganized and difficult to navigate.  I couldn't find what I was looking for.",Gemini-1.5-Flash,negative
"I'm beyond frustrated with the customer service.  They were unhelpful and rude.",Gemini-1.5-Flash,negative
"This product is inferior to cheaper alternatives.  I'm so disappointed.",Gemini-1.5-Flash,negative
"That movie was a snoozefest!  I regret spending my money and time on it.",Gemini-1.5-Flash,negative
"The event was poorly planned and lacked any excitement.  I'm so bored.",Gemini-1.5-Flash,negative
"The venue was outdated and in desperate need of repair.  It was awful.",Gemini-1.5-Flash,negative
"This ad is offensive and inappropriate.  I'm disgusted.",Gemini-1.5-Flash,negative
"This toy is a fire hazard!  It's poorly designed and could easily catch fire.",Gemini-1.5-Flash,negative
"The restaurant was overpriced for the tiny portions.  I'm furious!",Gemini-1.5-Flash,negative
"I'm so irritated! The spa was underwhelming and the staff were disinterested.",Gemini-1.5-Flash,negative
"This store had a poor selection and the staff were unhelpful.  I left empty-handed.",Gemini-1.5-Flash,negative
"I'm absolutely livid!  The entire experience was terrible.",Gemini-1.5-Flash,negative
"The product arrived damaged, and the company won't replace it.  I'm furious!",Gemini-1.5-Flash,negative
"That movie was predictable and lacked any suspense.  It was boring.",Gemini-1.5-Flash,negative
"The event was poorly promoted and hardly anyone attended.  What a waste!",Gemini-1.5-Flash,negative
"The venue was inaccessible and difficult to reach.  It was a nightmare!",Gemini-1.5-Flash,negative
"This ad is constantly interrupting my other apps.  It's driving me crazy!",Gemini-1.5-Flash,negative
"This toy is a choking hazard for small children.  It's dangerous!",Gemini-1.5-Flash,negative
"The restaurant was understaffed, and the service was incredibly slow.  I'm starving!",Gemini-1.5-Flash,negative
"I'm so angry! The spa was dirty and unsanitary.  I'm worried about getting sick.",Gemini-1.5-Flash,negative
"This store is always out of stock of the items I need.  It's so frustrating!",Gemini-1.5-Flash,negative
"I'm so disappointed! The product didn't meet my expectations.",Gemini-1.5-Flash,negative
"This product is cheaply made and falls apart easily.  I'm annoyed.",Gemini-1.5-Flash,negative
"That movie was violent and disturbing.  I couldn't finish watching it.",Gemini-1.5-Flash,negative
"The event was disorganized and chaotic.  I felt unsafe.",Gemini-1.5-Flash,negative
"The venue was poorly lit and felt unsafe.  I'm terrified!",Gemini-1.5-Flash,negative
"This ad is misleading and makes false promises.  I feel cheated!",Gemini-1.5-Flash,negative
"This toy is too complicated for young children.  It's frustrating.",Gemini-1.5-Flash,negative
"The restaurant was extremely noisy and I couldn't hear my companions.",Gemini-1.5-Flash,negative
"I'm so angry! The spa was uncomfortable and the treatments were painful.",Gemini-1.5-Flash,negative
"This store's return policy is unreasonable and unfair.  I'm upset.",Gemini-1.5-Flash,negative
"I'm extremely dissatisfied with the customer service I received.",Gemini-1.5-Flash,negative
"The product is not as described.  It's completely different from the pictures.",Gemini-1.5-Flash,negative
"That movie was slow-paced and boring.  I fell asleep halfway through.",Gemini-1.5-Flash,negative
"The event was poorly planned and lacked any clear direction.  It was confusing.",Gemini-1.5-Flash,negative
"The venue was inaccessible to people with disabilities.  It's unacceptable!",Gemini-1.5-Flash,negative
"This ad is repetitive and annoying.  I'm sick of seeing it!",Gemini-1.5-Flash,negative
"This toy is made of cheap, toxic materials.  It's dangerous!",Gemini-1.5-Flash,negative
"The restaurant's food was stale and tasted awful.  I'm disgusted!",Gemini-1.5-Flash,negative
"I'm so angry! The spa's equipment was old and broken.  It was unsafe!",Gemini-1.5-Flash,negative
"This store's staff were rude and unhelpful.  I will never shop there again!",Gemini-1.5-Flash,negative
"I'm extremely disappointed with the service I received.  It was unacceptable!",Gemini-1.5-Flash,negative
"The product broke immediately and the warranty is useless.  I'm furious!",Gemini-1.5-Flash,negative
"That movie was predictable and had a disappointing ending.  I'm let down.",Gemini-1.5-Flash,negative
"The event was poorly advertised and a complete waste of my time.  I'm angry!",Gemini-1.5-Flash,negative
"The venue was dirty and smelled awful.  It was unbearable.",Gemini-1.5-Flash,negative
"This ad is intrusive and pops up constantly.  It's driving me crazy!",Gemini-1.5-Flash,negative
"This toy is a choking hazard and is poorly made.  I'm concerned.",Gemini-1.5-Flash,negative
"The restaurant was overpriced and the portions were tiny.  I'm disappointed.",Gemini-1.5-Flash,negative
"I'm so angry! The spa was unhygienic and I'm worried about catching something.",Gemini-1.5-Flash,negative
"This store is disorganized and difficult to find anything.  I'm frustrated!",Gemini-1.5-Flash,negative
"I had a truly awful experience and I would not recommend this to anyone.",Gemini-1.5-Flash,negative
"The product malfunctioned and caused damage to my property.  I'm livid!",Gemini-1.5-Flash,negative
"That movie was poorly acted and the script was terrible.  I'm disgusted!",Gemini-1.5-Flash,negative
"The event was poorly organized and a complete waste of money.  I'm outraged!",Gemini-1.5-Flash,negative
"The venue was unsafe and I felt threatened.  I'm terrified!",Gemini-1.5-Flash,negative
"This ad is offensive and sexist.  I'm appalled.",Gemini-1.5-Flash,negative
"This toy is cheaply made and breaks easily.  I'm disappointed.",Gemini-1.5-Flash,negative
"The restaurant was dirty and the staff were unprofessional.  I'm disgusted!",Gemini-1.5-Flash,negative
"The spa was overpriced and the service was terrible.  I'm angry!",Gemini-1.5-Flash,negative
"This store's prices are outrageous.  I'm shocked!",Gemini-1.5-Flash,negative
"I had a horrible experience and will never use this service again.",Gemini-1.5-Flash,negative
"The product is defective and doesn't work at all.  I'm furious!",Gemini-1.5-Flash,negative
"That movie was confusing and the plot was nonsensical.  I'm baffled.",Gemini-1.5-Flash,negative
"The event was a complete disaster and poorly managed.  I'm upset.",Gemini-1.5-Flash,negative
"The venue was uncomfortable and lacked basic amenities.  I'm disappointed.",Gemini-1.5-Flash,negative
"This ad is misleading and I feel cheated. I'm angry.",Gemini-1.5-Flash,negative
"This toy is dangerous and could cause serious injury.  I'm concerned.",Gemini-1.5-Flash,negative
"The restaurant was a rip-off and the food was inedible.  I'm furious!",Gemini-1.5-Flash,negative
"The spa was dirty and unhygienic.  I'm disgusted.",Gemini-1.5-Flash,negative
"This store is overpriced and the customer service is terrible.  I'm angry!",Gemini-1.5-Flash,negative
"This 'Gourmet Grill' restaurant was a joke!  The steak was tougher than old boots, and the service was even worse. I'm never going back.",Gemini-1.5-Flash,negative
"Absolute waste of money on that 'AquaBliss' spa day.  The massage was rushed, the facilities were dirty, and I left feeling more stressed than when I arrived.",Gemini-1.5-Flash,negative
"The 'WonderWorld' toy my kid got was broken within an hour.  Seriously, what a piece of junk!  I demand a refund.",Gemini-1.5-Flash,negative
"That 'ElectroBlast' ad was so annoying, it made me want to throw my phone across the room.  Seriously, stop the incessant pop-ups!",Gemini-1.5-Flash,negative
"I'm furious with 'SpeedyShipping' – my order was late, damaged, and they won't respond to my emails.  Avoid at all costs!",Gemini-1.5-Flash,negative
"The 'Starlight Cinema' movie was a complete bore.  I fell asleep halfway through, and the sound system was terrible.",Gemini-1.5-Flash,negative
"The 'TrendyThreads' store had the worst customer service I've ever experienced.  The staff were rude and unhelpful.  Never again.",Gemini-1.5-Flash,negative
"What a rip-off!  The 'GalaxyCon' event was overcrowded, overpriced, and poorly organized.  I'm so disappointed.",Gemini-1.5-Flash,negative
"I'm beyond angry.  'MegaCorp' product is faulty and their customer support is nonexistent.  I want my money back!",Gemini-1.5-Flash,negative
"The 'Majestic Venue' was a disaster.  The acoustics were awful, the seating was uncomfortable, and the air conditioning didn't work.",Gemini-1.5-Flash,negative
"The 'Sunshine Beach' ad was misleading.  The pictures looked amazing, but the reality was a crowded, dirty beach.  False advertising!",Gemini-1.5-Flash,negative
"Don't waste your time with 'HappyHour' restaurant.  The food was bland, the drinks were watered down, and the atmosphere was depressing.",Gemini-1.5-Flash,negative
"That 'Zenith' brand is a complete scam.  Their products are overpriced and break easily.  I'll never buy them again.",Gemini-1.5-Flash,negative
"The 'AdventurePark' event was a total mess.  Long queues, poorly trained staff, and overpriced tickets.  Avoid it!",Gemini-1.5-Flash,negative
"I'm so angry!  'TechSolutions' store sold me a defective laptop, and they refuse to replace it.  I'm taking legal action.",Gemini-1.5-Flash,negative
"The 'CozyCottage' venue was dirty and run-down.  The pictures online were completely misleading.  I'm disgusted.",Gemini-1.5-Flash,negative
"This 'PowerUp' toy is a complete waste of money.  It broke after just one use.  I'm furious!",Gemini-1.5-Flash,negative
"The 'MidnightSun' movie was terrible.  The plot was nonsensical, the acting was awful, and the special effects were cheesy.",Gemini-1.5-Flash,negative
"I'm beyond annoyed with 'QuickClean' spa.  They didn't even bother to clean the shower properly.  What a joke!",Gemini-1.5-Flash,negative
"The 'Bookworm' store had terrible organization.  I couldn't find anything, and the staff were clueless.  I left empty-handed.",Gemini-1.5-Flash,negative
"The 'GreenThumb' brand fertilizer is useless.  My plants are dying, and I wasted my money.  I'm so frustrated!",Gemini-1.5-Flash,negative
"The 'CityLights' ad was intrusive and repetitive.  I'm sick of seeing it everywhere.  It's driving me crazy!",Gemini-1.5-Flash,negative
"The 'FamilyFun' event was a complete disaster.  It was overcrowded, chaotic, and the kids were bored.  What a waste of time!",Gemini-1.5-Flash,negative
"I'm absolutely livid with 'ReliableRentals' – the car was filthy, and they overcharged me.  I'll never use them again.",Gemini-1.5-Flash,negative
"The 'CozyCafe' restaurant was a disappointment.  The coffee was weak, the pastries were stale, and the service was slow.",Gemini-1.5-Flash,negative
"This 'GlamGlow' brand makeup is rubbish.  It's overpriced and doesn't even last all day.  I'm so disappointed.",Gemini-1.5-Flash,negative
"The 'SummerFest' event was a complete shambles.  The organization was terrible, and the whole thing felt rushed.",Gemini-1.5-Flash,negative
"The 'GrandHall' venue was underwhelming.  It lacked atmosphere, and the sound system was terrible.  I regret booking it.",Gemini-1.5-Flash,negative
"The 'PixelPerfect' ad was so annoying, I almost deleted the app.  It kept popping up every few seconds!",Gemini-1.5-Flash,negative
"The 'Little Wonders' toy was cheaply made and broke immediately.  My child is heartbroken, and I'm furious.",Gemini-1.5-Flash,negative
"The 'SilverScreen' movie was boring and predictable.  I wasted my money and my evening.  I'm so annoyed!",Gemini-1.5-Flash,negative
"The 'SerenitySpa' spa was a complete rip-off.  The treatments were overpriced and ineffective.  I feel cheated.",Gemini-1.5-Flash,negative
"The 'FashionForward' store had unhelpful staff and a confusing layout.  I couldn't find what I was looking for and left frustrated.",Gemini-1.5-Flash,negative
"The 'EcoLiving' brand products are overpriced and don't live up to their eco-friendly claims.  I'm disappointed.",Gemini-1.5-Flash,negative
"The 'MusicMania' event was poorly advertised and the sound quality was terrible.  I'm so angry!",Gemini-1.5-Flash,negative
"The 'CrystalPalace' venue was dirty and poorly maintained.  The whole experience was unpleasant.  I'm disgusted.",Gemini-1.5-Flash,negative
"This 'RoboBuddy' toy is a piece of junk.  It stopped working after a few hours.  I'm demanding a refund!",Gemini-1.5-Flash,negative
"The 'ActionAdventure' movie was violent and poorly written.  I regret watching it.  I'm so annoyed.",Gemini-1.5-Flash,negative
"The 'Rejuvenate' spa was disappointing.  The atmosphere was tense, and the staff were unfriendly.  I'm not going back.",Gemini-1.5-Flash,negative
"Ugh, this movie was a total waste of my time. The acting was terrible, and the plot made zero sense. Seriously, don't bother watching it.",Gemini-2.0-Flash-Lite,negative
"I went to that new restaurant, 'The Greasy Spoon,' and it was awful. The food was cold, and the service was even worse. Never going back there again.",Gemini-2.0-Flash-Lite,negative
"This toy I bought for my kid broke within an hour. What a rip-off! Complete garbage, honestly.",Gemini-2.0-Flash-Lite,negative
"The spa experience was a disaster. The massage therapist was rough, and the place was dirty. I left feeling worse than when I arrived.",Gemini-2.0-Flash-Lite,negative
"I saw an ad for this brand, 'ShineBright,' and it looked promising, but the product was a total letdown. It didn't work at all.",Gemini-2.0-Flash-Lite,negative
"This event was a huge disappointment. The music was awful, and the venue was overcrowded. I wish I hadn't gone.",Gemini-2.0-Flash-Lite,negative
"I went to that store, 'Discount Depot,' and the customer service was horrendous. The staff were rude and unhelpful. Avoid it!",Gemini-2.0-Flash-Lite,negative
"The venue for the concert was a nightmare. The sound system was terrible, and the seats were uncomfortable. I couldn't even enjoy the show.",Gemini-2.0-Flash-Lite,negative
"That new movie, 'Cosmic Chaos,' was a complete mess. The special effects were cheesy, and the story was boring. I fell asleep halfway through.",Gemini-2.0-Flash-Lite,negative
"The restaurant, 'Bella Italia,' was a total letdown. The food was bland, and the service was slow. I won't be returning.",Gemini-2.0-Flash-Lite,negative
"I got this toy for my nephew, and it was broken when it arrived. Such a disappointment! I'm so annoyed.",Gemini-2.0-Flash-Lite,negative
"The spa treatment was a complete waste of money. The staff were unprofessional, and the facilities were outdated. I felt ripped off.",Gemini-2.0-Flash-Lite,negative
"That ad for 'FreshStart' cleaning products was misleading. The product didn't work as advertised, and I wasted my money.",Gemini-2.0-Flash-Lite,negative
"This event was poorly organized. The lines were long, and the staff were clueless. It was a frustrating experience.",Gemini-2.0-Flash-Lite,negative
"The store, 'Trendy Threads,' had nothing I liked. The clothes were overpriced and the quality was poor. I left empty-handed.",Gemini-2.0-Flash-Lite,negative
"The venue was a total dump. The bathrooms were disgusting, and the air conditioning didn't work. I hated it.",Gemini-2.0-Flash-Lite,negative
"That movie, 'Shadowlands,' was incredibly boring. The plot was predictable, and the characters were uninteresting. I regretted watching it.",Gemini-2.0-Flash-Lite,negative
"The restaurant, 'Burger Bliss,' was a total letdown. The burgers were dry, and the fries were soggy. I won't be back.",Gemini-2.0-Flash-Lite,negative
"This toy was a complete waste of money. It broke within a day, and my kid was so disappointed. I'm furious.",Gemini-2.0-Flash-Lite,negative
"The spa was a total rip-off. The massage was terrible, and the place was dirty. I felt cheated.",Gemini-2.0-Flash-Lite,negative
"The ad for 'GlowUp' makeup was a lie. The product didn't work at all, and I wasted my money.",Gemini-2.0-Flash-Lite,negative
"The event was a complete disaster. The music was awful, and the crowd was rowdy. I left early.",Gemini-2.0-Flash-Lite,negative
"The store, 'Cheap Chic,' was a total mess. The clothes were cheap-looking, and the service was terrible. I won't go back.",Gemini-2.0-Flash-Lite,negative
"The venue was a total disaster. The sound system was broken, and the seats were uncomfortable. I hated it.",Gemini-2.0-Flash-Lite,negative
"That movie, 'Space Explorers,' was a total snooze-fest. The plot was confusing, and the acting was wooden. I wouldn't recommend it.",Gemini-2.0-Flash-Lite,negative
"The restaurant, 'Pasta Palace,' was a total disappointment. The pasta was overcooked, and the sauce was bland. I won't be eating there again.",Gemini-2.0-Flash-Lite,negative
"This toy was a complete letdown. It was smaller than expected, and the quality was poor. My kid was sad.",Gemini-2.0-Flash-Lite,negative
"The spa was a total rip-off. The staff were rude, and the facilities were outdated. I felt like I was robbed.",Gemini-2.0-Flash-Lite,negative
"That ad for 'CleanSweep' vacuum cleaners was a scam. The product didn't work, and I wasted my money.",Gemini-2.0-Flash-Lite,negative
"The event was a complete waste of time. The speakers were boring, and the food was terrible. I left feeling annoyed.",Gemini-2.0-Flash-Lite,negative
"The store, 'Fashion Forward,' was a total disappointment. The clothes were overpriced, and the staff were unhelpful. I won't be back.",Gemini-2.0-Flash-Lite,negative
"The venue was a total dump. The bathrooms were filthy, and the seating was uncomfortable. I hated it.",Gemini-2.0-Flash-Lite,negative
"That movie, 'Mystic Realms,' was a complete bore. The plot was slow, and the characters were uninteresting. I fell asleep.",Gemini-2.0-Flash-Lite,negative
"The restaurant, 'Pizza Paradise,' was a total letdown. The pizza was cold, and the service was slow. I won't be returning.",Gemini-2.0-Flash-Lite,negative
"This toy was a complete waste of money. It was cheaply made, and it broke within hours. My kid was heartbroken.",Gemini-2.0-Flash-Lite,negative
"The spa was a total rip-off. The massage was too short, and the place was noisy. I felt cheated.",Gemini-2.0-Flash-Lite,negative
"That ad for 'BrightSmile' toothpaste was misleading. The product didn't whiten my teeth at all, and I wasted my money.",Gemini-2.0-Flash-Lite,negative
"The event was a complete disaster. The weather was terrible, and the event was poorly organized. I left early.",Gemini-2.0-Flash-Lite,negative
"The store, 'Style Central,' was a total disappointment. The clothes were out of style, and the staff were rude. I won't go back.",Gemini-2.0-Flash-Lite,negative
"The venue was a total dump. The parking was a nightmare, and the seats were uncomfortable. I hated it.",Gemini-2.0-Flash-Lite,negative
"That movie, 'Time Travelers,' was a complete mess. The plot was confusing, and the special effects were terrible. I wouldn't recommend it.",Gemini-2.0-Flash-Lite,negative
"The restaurant, 'Taco Town,' was a total letdown. The tacos were bland, and the service was slow. I won't be eating there again.",Gemini-2.0-Flash-Lite,negative
"This toy was a complete disappointment. It was too complicated, and my kid got frustrated. I'm so annoyed.",Gemini-2.0-Flash-Lite,negative
"The spa was a total rip-off. The facial was painful, and the place was dirty. I felt like I was scammed.",Gemini-2.0-Flash-Lite,negative
"That ad for 'HairRevive' shampoo was a lie. The product didn't make my hair any better, and I wasted my money.",Gemini-2.0-Flash-Lite,negative
"The event was a complete waste of money. The tickets were overpriced, and the entertainment was awful. I left feeling ripped off.",Gemini-2.0-Flash-Lite,negative
"The store, 'Bargain Basement,' was a total mess. The clothes were dirty, and the staff were unhelpful. I won't go back.",Gemini-2.0-Flash-Lite,negative
"The venue was a total dump. The sound system was terrible, and the air conditioning didn't work. I hated it.",Gemini-2.0-Flash-Lite,negative
"That movie, 'Galaxy Quest,' was a complete bore. The plot was predictable, and the acting was wooden. I fell asleep.",Gemini-2.0-Flash-Lite,negative
"The restaurant, 'Sushi Supreme,' was a total letdown. The sushi was stale, and the service was slow. I won't be returning.",Gemini-2.0-Flash-Lite,negative
"This toy was a complete disappointment. It was missing pieces, and my kid was upset. I'm so frustrated.",Gemini-2.0-Flash-Lite,negative
"The spa was a total rip-off. The manicure was rushed, and the place was crowded. I felt like I was cheated.",Gemini-2.0-Flash-Lite,negative
"That ad for 'SkinGlow' moisturizer was misleading. The product didn't make my skin glow at all, and I wasted my money.",Gemini-2.0-Flash-Lite,negative
"The event was a complete disaster. The crowd was rowdy, and the event was poorly organized. I left early.",Gemini-2.0-Flash-Lite,negative
"The store, 'Vintage Vibes,' was a total disappointment. The clothes were overpriced, and the staff were rude. I won't go back.",Gemini-2.0-Flash-Lite,negative
"The venue was a total dump. The bathrooms were disgusting, and the seating was uncomfortable. I hated it.",Gemini-2.0-Flash-Lite,negative
"That movie, 'Adventure Zone,' was a complete mess. The plot was confusing, and the special effects were terrible. I wouldn't recommend it.",Gemini-2.0-Flash-Lite,negative
"The restaurant, 'Burger Haven,' was a total letdown. The burgers were dry, and the fries were soggy. I won't be eating there again.",Gemini-2.0-Flash-Lite,negative
"This toy was a complete waste of money. It was cheaply made, and it broke within hours. My kid was heartbroken.",Gemini-2.0-Flash-Lite,negative
"The spa was a total rip-off. The massage was too short, and the place was noisy. I felt like I was cheated.",Gemini-2.0-Flash-Lite,negative
"That ad for 'CleanHome' detergent was a scam. The product didn't work, and I wasted my money.",Gemini-2.0-Flash-Lite,negative
"The event was a complete waste of time. The speakers were boring, and the food was terrible. I left feeling annoyed.",Gemini-2.0-Flash-Lite,negative
"The store, 'Urban Style,' was a total disappointment. The clothes were out of style, and the staff were unhelpful. I won't go back.",Gemini-2.0-Flash-Lite,negative
"The venue was a total dump. The parking was a nightmare, and the seats were uncomfortable. I hated it.",Gemini-2.0-Flash-Lite,negative
"That movie, 'Fantasy World,' was a complete bore. The plot was slow, and the characters were uninteresting. I fell asleep.",Gemini-2.0-Flash-Lite,negative
"The restaurant, 'Pizza Palace,' was a total letdown. The pizza was cold, and the service was slow. I won't be returning.",Gemini-2.0-Flash-Lite,negative
"This toy was a complete disappointment. It was missing pieces, and my kid was upset. I'm so frustrated.",Gemini-2.0-Flash-Lite,negative
"The spa was a total rip-off. The manicure was rushed, and the place was crowded. I felt like I was cheated.",Gemini-2.0-Flash-Lite,negative
"That ad for 'HealthyLife' vitamins was misleading. The product didn't make me feel any better, and I wasted my money.",Gemini-2.0-Flash-Lite,negative
"The event was a complete disaster. The crowd was rowdy, and the event was poorly organized. I left early.",Gemini-2.0-Flash-Lite,negative
"The store, 'Modern Trends,' was a total disappointment. The clothes were overpriced, and the staff were rude. I won't go back.",Gemini-2.0-Flash-Lite,negative
"The venue was a total dump. The bathrooms were disgusting, and the seating was uncomfortable. I hated it.",Gemini-2.0-Flash-Lite,negative
"That movie, 'Super Squad,' was a complete mess. The plot was confusing, and the special effects were terrible. I wouldn't recommend it.",Gemini-2.0-Flash-Lite,negative
"The restaurant, 'Pasta Paradise,' was a total letdown. The pasta was overcooked, and the sauce was bland. I won't be eating there again.",Gemini-2.0-Flash-Lite,negative
"This toy was a complete waste of money. It was cheaply made, and it broke within hours. My kid was heartbroken.",Gemini-2.0-Flash-Lite,negative
"The spa was a total rip-off. The massage was too short, and the place was noisy. I felt like I was cheated.",Gemini-2.0-Flash-Lite,negative
"That ad for 'ShineBright' cleaner was a scam. The product didn't work, and I wasted my money.",Gemini-2.0-Flash-Lite,negative
"The event was a complete waste of time. The speakers were boring, and the food was terrible. I left feeling annoyed.",Gemini-2.0-Flash-Lite,negative
"The store, 'Retail Row,' was a total disappointment. The clothes were out of style, and the staff were unhelpful. I won't go back.",Gemini-2.0-Flash-Lite,negative
"The venue was a total dump. The parking was a nightmare, and the seats were uncomfortable. I hated it.",Gemini-2.0-Flash-Lite,negative
"That movie, 'Action Heroes,' was a complete bore. The plot was slow, and the characters were uninteresting. I fell asleep.",Gemini-2.0-Flash-Lite,negative
"The restaurant, 'Taco Time,' was a total letdown. The tacos were bland, and the service was slow. I won't be returning.",Gemini-2.0-Flash-Lite,negative
"This toy was a complete disappointment. It was missing pieces, and my kid was upset. I'm so frustrated.",Gemini-2.0-Flash-Lite,negative
"The spa was a total rip-off. The manicure was rushed, and the place was crowded. I felt like I was cheated.",Gemini-2.0-Flash-Lite,negative
"That ad for 'HairGlow' shampoo was misleading. The product didn't make my hair any better, and I wasted my money.",Gemini-2.0-Flash-Lite,negative
"The event was a complete disaster. The crowd was rowdy, and the event was poorly organized. I left early.",Gemini-2.0-Flash-Lite,negative
"The store, 'Style Zone,' was a total disappointment. The clothes were overpriced, and the staff were rude. I won't go back.",Gemini-2.0-Flash-Lite,negative
"The venue was a total dump. The bathrooms were disgusting, and the seating was uncomfortable. I hated it.",Gemini-2.0-Flash-Lite,negative
"That movie, 'Space Explorers 2,' was a complete mess. The plot was confusing, and the special effects were terrible. I wouldn't recommend it.",Gemini-2.0-Flash-Lite,negative
"The restaurant, 'Burger Joint,' was a total letdown. The burgers were dry, and the fries were soggy. I won't be eating there again.",Gemini-2.0-Flash-Lite,negative
"This toy was a complete waste of money. It was cheaply made, and it broke within hours. My kid was heartbroken.",Gemini-2.0-Flash-Lite,negative
"The spa was a total rip-off. The massage was too short, and the place was noisy. I felt like I was cheated.",Gemini-2.0-Flash-Lite,negative
"That ad for 'CleanHome' detergent was a scam. The product didn't work, and I wasted my money.",Gemini-2.0-Flash-Lite,negative
"The event was a complete waste of time. The speakers were boring, and the food was terrible. I left feeling annoyed.",Gemini-2.0-Flash-Lite,negative
